dataset,benchmark,inputs,outputs,size,depth,has-simd,threads,computers,bitset-size,has-cache,has-gray-code,has-sort,has-watch,max-memory,sum-memory,same-found,done,complete,time,energy,ids
MCNC,vg2,25,8,191,11,1,1,1,0,0,0,0,0,311042048,311042048,0,1,1,0.23768117,148.84994028818068,101
MCNC,vtx1,27,6,190,12,0,1,1,0,0,0,0,0,1213001728,1213001728,0,1,1,10.771312992,148.8812456754053,102
MCNC,vtx1,27,6,190,12,1,1,1,0,0,0,0,0,1212850176,1212850176,0,1,1,0.9890811650000001,148.8812456754053,103
MCNC,x1dn,27,6,190,12,0,1,1,0,0,0,0,0,1213018112,1213018112,0,1,1,10.778636542,148.8812456754053,104
MCNC,x1dn,27,6,190,12,1,1,1,0,0,0,0,0,1212760064,1212760064,0,1,1,1.025950259,148.8812456754053,105
MCNC,x6dn,39,5,557,21,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,106
MCNC,x6dn,39,5,557,21,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,107
MCNC,x9dn,27,7,191,12,0,1,1,0,0,0,0,0,1212903424,1212903424,0,1,1,10.758962884,148.8812456754053,108
MCNC,x9dn,27,7,191,12,1,1,1,0,0,0,0,0,1212874752,1212874752,0,1,1,0.9896648389999999,148.8812456754053,109
MCNC,xparc,41,73,5224,47,0,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,110
MCNC,xparc,41,73,5224,47,1,1,1,0,0,0,0,0,8589934592,8589934592,0,0,0,0.0,0.0,111
